,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt,label
27885,3950741,46819,retweet,1ae07babc247ea6861f7b16ebf0b22e0d3b6ef9c1182312e886e340fbe183223,"RT @DemesDavid 🇨🇳 Ambassador Huang Xilian: ""Philippines is advised to unequivocally oppose ‘Taiwan Independence’ rather than stoking the fire by offering the US access to the military bases near the Taiwan Strait if you care genuinely about the 150,000 Overseas [Filipino] Workers"" [in Taiwan]. https://t.co/A2OdUZgpdQ",,1681617411,Twitter,,000 150 access advised ambassador bases care filipino fire genuinely huang independence military offering oppose overseas philippines rt stoking strait taiwan taiwan taiwan unequivocally workers xilian,26,153,7,opposing,,0,
27886,4322703,46819,retweet,cc60bbb83b82903eae7150748e0721115b86157592d1cb4bfaf7a8f14fdcc5e3,"RT @IndoPac_Info 1) #US can't stockpile arms in #Philippines to defend #Taiwan, says 'friends to all' Manila After China's complain, Philippines said it won't allow the US to stockpile weapons that could be used to defend Taiwan on bases the US has access to under EDCA. https://t.co/R0QgIBIFJ1",,1681989817,Twitter,,access arms bases china complain defend defend edca friends manila philippines rt stockpile stockpile taiwan weapons,16,51,7,opposing,,0,
27887,1200766,46819,retweet,f5a479bf90a2f6fa5c1d0b68a601ca2f7175c1003faee763336eb6491d15fa8e,"RT @AsiaMTI The Philippines' Marcos Jr. has granted the United States military expanded access to bases under the Enhanced Defense Cooperation Agreement, but a coalition of domestic actors that would resist EDCA implementation is forming. The latest from @Richeydarian https://t.co/rT4oSAjeQp https://t.co/FClgXFgDE4",,1686148059,Twitter,,access actors agreement bases coalition cooperation defense domestic edca enhanced expanded forming granted implementation jr latest marcos military philippines resist rt states united,23,53,7,opposing,,0,
27888,5377400,46819,retweet,38954300dd696b0d9b10427e2c498cf230e9b9584a8e9e95bf49cad506b4a9a4,RT @IndoPac_Info #Philippines won't allow itself to be used as a “staging post” for military operations in the #IndoPacific region: President Marcos Jr. Marcos also dispelled fears about PH being drawn into the Taiwan-China conflict after increasing security ties with USA https://t.co/4zU26FGKHZ https://t.co/zuL591n7Bq,,1683025962,Twitter,,china conflict dispelled drawn fears increasing jr marcos marcos military operations ph post president region rt security staging taiwan ties usa,21,30,7,supportive,,0,
27904,3355090,162426,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680547621,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,6,supportive,,0,
27905,1180740,162426,retweet,1b4f0f15b4f65e062afeb129e977c6645055b1dad0453698d050cef96f2825b6,"RT @IndoPac_Info 2) President Marcos: ""The main goal of new EDCA sites is to ""defend the country’s eastern coast"" as PH continental shelf on Luzon’s eastern side was also put into consideration."" This is in response to China's encroachment in PH waters. This adds to the current 5 bases. https://t.co/JI5oUzbse0",,1680547625,Twitter,,adds bases china coast consideration continental country current defend eastern eastern edca encroachment goal luzon main marcos ph ph president put response rt shelf side sites waters,27,27,6,supportive,,0,
27908,492639,162426,retweet,c4d21fbe8ba3ee2aa53300c79d21a6f519a2042c606550b7910e210db79c2c64,RT @IndoPac_Info #China sent a buoy tender ship to an area of the Spratly Islands where the #Philippines had deployed 5 buoys to mark the limits of its EEZ. This ship probably plans to remove them. PH said such actions would have consequences. It could maybe invoke the US defense treaty.,,1684858503,Twitter,,actions area buoy buoys china consequences defense deployed eez invoke islands limits mark ph plans remove rt ship ship spratly tender treaty,22,27,6,supportive,,0,
27909,5579829,162426,retweet,eb975216f869edb7048ebcb974140a6d742bb54f07e3d3acf0dd48406d264983,"RT @IndoPac_Info #Philippines, #US & #Japan coast guards hold maritime exercises in West Philippine Sea The trilateral coast guard drills of the Philippines with the US and Japan are underway in the West Philippine Sea. https://t.co/p3467yPngR",,1686145094,Twitter,,coast coast drills exercises guard guards hold japan japan maritime philippine philippine philippines rt sea sea trilateral underway west west,20,31,6,supportive,,0,
27912,5245728,986807,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680551948,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,5,supportive,,0,
27913,1700390,986807,retweet,bde5e922c37eed65260a87d9055c67e63e25138a2f98c4cb64f9683abaf2f046,"RT @IndoPac_Info #Philippine military bases with #US access won’t be used for offensive actions, says Marcos This after Chinese FM spokesman warned that expanding the number of bases under EDCA may draw the Philippines “into a potential conflict in the #TaiwanStrait ” https://t.co/wFzccRVygz https://t.co/I5OgMzRFyU",,1681277888,Twitter,,access actions bases bases chinese conflict draw edca expanding fm marcos military number offensive philippines potential rt spokesman warned won,20,94,5,supportive,,0,
27914,2855227,986807,retweet,871fc4ab0c5e8e7928f076de3ceca2e3dbec385c5f9e362c7650cb497c2bfe1b,"RT @IndoPac_Info The #Philippines could be #Australia’s most important defence partner in SE Asia Philippines could be an important partner because of its location & potential willingness, as an ally of the US, to grant access & logistical support to Australian forces. https://t.co/UVHobkh51Q",,1684580183,Twitter,,access ally asia australian defence forces grant important important location logistical partner partner philippines potential rt se support willingness,19,52,5,supportive,,0,
27915,4926584,986807,retweet,05891675ecb1e6446c52f905f0eede61d203a3b6ea5eb020ef7234624f12cef2,"RT @IndoPac_Info #Philippine Congress Set to Approve Expanded #US Base Deal as #China Expands Claims, Ambassador in US Says ""China’s persistent expansion into the #SouthChinaSea is the main security concern for Philippines."" “We won't give one inch of our territory.” https://t.co/57bkvxCdYE",,1687005612,Twitter,,ambassador approve base china china claims concern congress deal expanded expands expansion give inch main persistent philippines rt security set territory,21,88,5,supportive,,0,
27916,3593269,986807,retweet,f43f1a8ad8de2887bf5295f13f819323dfbc47aaaef31bbf52d302b2d9f475d5,"RT @IndoPac_Info #US #Philippines & #Japan eye regular #SouthChinaSea exercises 3 way cooperation seen as key to deterring China along 'first island chain'. The US, Japan & the Philippines plan to coordinate security strategies in the East China Sea & South China Sea. https://t.co/CMplRWa2yf https://t.co/fJ9J2UrGBD",,1687172534,Twitter,,chain china china china cooperation coordinate deterring east exercises eye island japan japan key philippines plan regular rt sea sea security south strategies,23,102,5,supportive,,0,
27928,7047164,63861,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680525946,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,5,supportive,,0,
27929,4131341,63861,retweet,1b4f0f15b4f65e062afeb129e977c6645055b1dad0453698d050cef96f2825b6,"RT @IndoPac_Info 2) President Marcos: ""The main goal of new EDCA sites is to ""defend the country’s eastern coast"" as PH continental shelf on Luzon’s eastern side was also put into consideration."" This is in response to China's encroachment in PH waters. This adds to the current 5 bases. https://t.co/JI5oUzbse0",,1680525961,Twitter,,adds bases china coast consideration continental country current defend eastern eastern edca encroachment goal luzon main marcos ph ph president put response rt shelf side sites waters,27,27,5,supportive,,0,
27932,3654295,63861,retweet,eb975216f869edb7048ebcb974140a6d742bb54f07e3d3acf0dd48406d264983,"RT @IndoPac_Info #Philippines, #US & #Japan coast guards hold maritime exercises in West Philippine Sea The trilateral coast guard drills of the Philippines with the US and Japan are underway in the West Philippine Sea. https://t.co/p3467yPngR",,1686124658,Twitter,,coast coast drills exercises guard guards hold japan japan maritime philippine philippine philippines rt sea sea trilateral underway west west,20,31,5,supportive,,0,
27945,4445388,67839,retweet,85d40974b07ac4ade8e238219222b75501c7354d6ce633d00e1b9ee249186a51,"RT @IndoPac_Info 1) #Philippines announces 4 additional sites for military bases under the Enhanced Defense Cooperation Agreement with #US 1-Naval Base Camilo Osias in Sta Ana, Cagayan 2-Lal-lo Airport in Lal-lo, Cagayan 3-Camp Melchor Dela Cruz in Gamu, Isabela 4-Balabac Island in Palawan https://t.co/Jm6RGiRU57",,1680623647,Twitter,,additional agreement airport ana announces balabac base bases cagayan cagayan camilo camp cooperation cruz defense dela enhanced gamu isabela island lal lal lo lo melchor military naval osias palawan rt sites sta,32,77,5,supportive,,0,
27946,3252004,67839,retweet,1b4f0f15b4f65e062afeb129e977c6645055b1dad0453698d050cef96f2825b6,"RT @IndoPac_Info 2) President Marcos: ""The main goal of new EDCA sites is to ""defend the country’s eastern coast"" as PH continental shelf on Luzon’s eastern side was also put into consideration."" This is in response to China's encroachment in PH waters. This adds to the current 5 bases. https://t.co/JI5oUzbse0",,1680623680,Twitter,,adds bases china coast consideration continental country current defend eastern eastern edca encroachment goal luzon main marcos ph ph president put response rt shelf side sites waters,27,27,5,supportive,,0,
27947,4839781,67839,retweet,bde5e922c37eed65260a87d9055c67e63e25138a2f98c4cb64f9683abaf2f046,"RT @IndoPac_Info #Philippine military bases with #US access won’t be used for offensive actions, says Marcos This after Chinese FM spokesman warned that expanding the number of bases under EDCA may draw the Philippines “into a potential conflict in the #TaiwanStrait ” https://t.co/wFzccRVygz https://t.co/I5OgMzRFyU",,1681303944,Twitter,,access actions bases bases chinese conflict draw edca expanding fm marcos military number offensive philippines potential rt spokesman warned won,20,94,5,supportive,,0,
27948,2995856,67839,retweet,b7429183714b69e18c84f4eef178e035cb5a4adcae19af256f72e060d7cf1f5c,"RT @IndoPac_Info #US and #Philippines launch biggest joint drills in decades in #SouthChinaSea More than 17,000 troops are involved in the Balikatan (Tagalog for shoulder-to-shoulder) drills, which follow days of military exercises around Taiwan by China. https://t.co/40PrR8HxXm",,1681303974,Twitter,,000 17 balikatan biggest china days decades drills drills exercises follow involved joint launch military rt shoulder shoulder tagalog taiwan troops,21,29,5,supportive,,0,
27949,3005982,67839,retweet,b562029d89a73357a2f5f8b80e4fb8416c37eda608e9f121c64b56665fdf9a23,RT @IndoPac_Info #Philippines military eyes more EDCA bases with #US for ‘360 degree protection’ of PH Building more EDCA sites will help the troops secure the Philippine’s maritime territory which will also allow people to enjoy its resources: AFP spokesperson. https://t.co/LbR6AqEVB8,,1682512607,Twitter,,360 afp bases building degree edca edca enjoy eyes maritime military people ph philippine protection resources rt secure sites spokesperson territory troops,22,21,5,supportive,supportive,1,
28002,344363,197,retweet,e68be07723638485249f92b611322b713de5bca61a9cde5638738cb57c9ec19e,RT @DeptofDefense NEWS: The United States and the Philippines announced the locations of four new Enhanced Defense Cooperation Agreement—EDCA—sites today following a February 2023 commitment to expand the EDCA. Learn more: https://t.co/9q6opFGzed,,1680577780,Twitter,,agreement announced commitment cooperation defense edca edca enhanced expand february learn locations news philippines rt sites states today united,19,78,16,supportive,,0,
28003,5443604,197,retweet,823d0e35050d244aadf9773cc16db98741bb3c4fd7811872d510cad4c36ac1f4,"RT @IndoPac_Info #Philippines: Development of the 4 new EDCA sites with the US military to begin soon, more locations ‘possible' : PH Ambassador to US The just announced 4 additional EDCA sites are a major boost to the country’s push for ""strategic defense capabilities."" https://t.co/429pl0TQmd",,1680695092,Twitter,,additional ambassador announced begin boost capabilities country defense development edca edca locations major military ph push rt sites sites strategic,20,16,16,supportive,,0,
